バラ商品コード,バラ商品名称,ケース商品コード,ケース商品名称,バラ個数
'4904910115525,ミスティオ冷やしパインソーダ ３５０ｍｌ ,'4904910115532,ミスティオ冷やしパインソーダ ３５０ｍｌＸ２４ ,24
'4904910115587,葉の茶 ２８０ｍｌ ,'4904910115594,葉の茶 ２８０ｍｌＸ２４ ,24
'4904910115648,冷やしマンゴーソーダ ３５０ｍｌ ,'4904910115655,冷やしマンゴーソーダ ３５０ｍｌＸ２４ ,24
'4904910115679,ぎゅぎゅっと白ぶどう ２８０ｍｌ ,'4904910115686,ぎゅぎゅっと白ぶどう ２８０ｍｌＸ２４ ,24
'4904910115709,コクのミルクコーヒー ４３０ｍｌ ,'4904910115716,コクのミルクコーヒー ４３０ｍｌＸ２４ ,24
'4904910115761,ダイドーブレンド絶品微糖 １８５ｇ ,'4904910115778,ダイドーブレンド絶品微糖 １８５ｇＸ３０ ,30
'4904910115792,ダイドーブレンド絶品ブラック １８５ｇ ,'4904910115808,ダイドーブレンド絶品ブラック １８５ｇＸ３０ ,30
'4904910116218,たんぱく質がとれる水 ５００ｍｌ ,'4904910116225,たんぱく質がとれる水 ５００ｍｌＸ２４ ,24
'4904910116249,食物繊維ががとれる水 ５００ｍｌ ,'4904910116256,食物繊維ががとれる水 ５００ｍｌＸ２４ ,24
'4904910116331,鬼滅の刃　アイスラテ １８５ｇ ,'4904910116348,鬼滅の刃　アイスラテ １８５ｇＸ３０ ,30
'4904910116393,鬼滅の刃　みかん水　無糖 ２８０ｍｌ ,'4904910116409,鬼滅の刃　みかん水　無糖 ２８０ｍｌＸ２４ ,24
'4904910116423,塩とライチスパークリング ４１０ｍｌ ,'4904910116430,塩とライチスパークリング ４１０ｍｌＸ２４ ,24
'4904910116454,シトラスゼロスパークリング ４１０ｍｌ ,'4904910116461,シトラスゼロスパークリング ４１０ｍｌＸ２４ ,24
'4904910118526,ミスティオ白桃スパークリング ４１０ｍｌ ,'4904910118533,ミスティオ白桃スパークリング ４１０ｍｌＸ２４ ,24
'4904910120567,グリーンアツプルウオーター ２５０ｇ ,'4904910120574,グリーンアツプルウオーター ２５０ｇＸ３０ ,30
'4904910239801,ブレンドコーヒー １８５ｇ ,'4904910939800,ブレンドコーヒー １８５ｇＸ３０ ,30
'4904910239801,ブレンドコーヒー １８５ｇ ,'4904910090488,  ,30
'4905549005003,龍泉洞の水 ５００ｍｌ ,'4905549005010,龍泉洞の水 ５００ｍｌ×２４ ,24
'4908729107542,えひめ　愛媛きよみサイダー ４１０ｍｌ ,'4908729107559,えひめ　愛媛きよみサイダー ４１０ｍｌＸ２４ ,24
'4908729107603,ＰＯＭ　愛媛ポンカンサイダー ４１０ｍｌ ,'4908729107610,ＰＯＭ　愛媛ポンカンサイダー ４１０ｍｌｘ２４ ,24
'4908729107627,愛媛河内晩柑サイダー ４１０ｍｌ ,'4908729107634,愛媛河内晩柑サイダー ４１０ｍｌｘ２４ ,24
'4908729107665,ＰＯＭ　塩と夏みかん ４９０ｍｌ ,'4908729107672,ＰＯＭ　塩と夏みかん ４９０ｍｌｘ２４ ,24
'4908729107894,えひめ　愛媛河内晩柑ゼリー ２９５ｍｌ ,'4908729107900,愛媛河内晩柑ゼリー ２９５ｍｌＸ２４ ,24
'4908729108198,ＰＯＭ　ポンジュース ３５０ｍｌ ,'4908729108204,ＰＯＭ　ポンジュースケース ３５０ｍｌｘ２４ ,24
'4908729108389,ＰＯＭ　みきゃんジュース １６０ｇ ,'4908729108761,みきゃんジュース １６０ｇＸ２０ ,20
'4908729108426,ＰＯＭ　蜜柑　コク出し製法 ３５０ｍｌ ,'4908729108433,ＰＯＭ　蜜柑　コク出し製法 ３５０ｍｌｘ２４ ,24
'4908729108624,ＰＯＭポンスパークリング ４１０ｍｌ ,'4908729108631,ＰＯＭポンスパークリング ４１０ｍｌｘ２４ ,24
'4908729108686,ブラッドオレンジサイダー ４１０ｍｌ ,'4908729108693,  ,23
'4908729108792,グレープスパークリング ４１０ｍｌ ,'4908729108808,グレープスパークリング ４１０ｍｌＸ２４ ,24
'4908729108839,愛媛せとかゼリー ２９５ｇ ,'4908729108846,  ,24
'4908729109034,プラスポン　マンゴー ３５０ｍｌ ,'4908729109041,  ,24
'4908729109133,愛媛せとかサイダー ４１０ｍｌ ,'4908729109140,  ,24
'4908729109171,スパークリング ４１０ｍｌ ,'4908729109188,スパークリング ４１０ｍｌＸ２４ ,24
'4908729109195,グレープスパークリング ４１０ｍｌ ,'4908729109201,グレープスパークリング ４１０ｍｌＸ２４ ,24
'4908729109270,スウィーティー＆グレフル ２９０ｇ ,'4908729109287,スウィーティー＆グレフル ２９０ｇＸ２４ ,24
'4908729109300,愛媛キウイサイダー ４１０ｍｌ ,'4908729109317,愛媛キウイサイダー ４１０ｍｌＸ２４ ,24
'4908729109362,愛媛のフルーツパンチ ４１０ｍｌ ,'4908729109379,愛媛のフルーツパンチ ４１０ｍｌＸ２４ ,24
'4908729109423,愛媛の芳醇キウイ ３５０ｍｌ ,'4908729109430,愛媛の芳醇キウイ ３５０ｍｌＸ２４ ,24
'4908729109447,愛媛檸檬サイダー ４１０ｍｌ ,'4908729109454,愛媛檸檬サイダー ４１０ｍｌＸ２４ ,24
'4908729109461,愛媛しらぬひサイダー ４１０ｍｌ ,'4908729109478,愛媛しらぬひサイダー ４１０ｍｌＸ２４ ,24
'4908729109577,ポンジュース ２８０ｍｌ ,'4908729109584,ポンジュース ２８０ｍｌＸ２４ ,24
'4908729109621,日本のシトラスウォーター ６００ｍｌｘ２４ ,'4908729109614,日本のシトラスウォーター ６００ｍｌ ,24
'4908729109683,極早生みかんソーダ ５００ｍｌ ,'4908729109690,極早生みかんソーダ ５００ｍｌｘ２４ ,24
'4908729109706,柑橘チャージ ５００ｍｌ ,'4908729109713,柑橘チャージ ５００ｍｌＸ２４ ,24
'4908729109768,愛媛のキウイゼリー ２９５ｇ ,'4908729109775,愛媛のキウイゼリー ２９５ｇＸ２４ ,24
'4908729109843,塩Ｘ柑橘スパークリング ５００ｍｌ ,'4908729109850,塩Ｘ柑橘スパークリング ５００ｍｌＸ２４ ,24
'4909411006280,アルカリイオンの水 ５００ｍｌ ,'4909411006273,キリン　アルカリイオンの水 ５００ｍｌ×２４ ,24
'4909411006303,キリンアルカリイオンの水 ２０００ｍｌ ,'4909411006297,アルカリイオンの水（箱） ２０００ｍｌＸ６ ,6
'4909411028404,キリン小岩井野菜１００％ １９０ｇ ,'4909411028398,キリン小岩井野菜１００％ １９０ｇ×３０ ,30
'4909411048754,キリン午後の紅茶無糖 ２０００ｍｌ ,'4909411048761,キリン午後の紅茶無糖 ２０００ｍｌ×６ ,6
'4909411053321,力水 ３００ｍｌ ,'4909411053338,力水 ３００ｍｌＸ２４ ,24
'4909411053543,午後の紅茶おいしい無糖 １８５ｇ ,'4909411056162,午後の紅茶おいしい無糖 １８５ｇＸ２０ ,20
'4909411053710,午後の紅茶ストレートティー １８５ｇ ,'4909411056131,午後の紅茶ストレートティー １８５ｇｘ２０ ,20
'4909411053734,午後の紅茶レモンティー １８５ｇ ,'4909411056148,午後の紅茶レモンティー １８５ｇｘ２０ ,20
'4909411053758,午後の紅茶ミルクティー １８５ｇ ,'4909411056155,午後の紅茶ミルクティー １８５ｇｘ２０ ,20
'4909411058715,キリンレモン １９０ｍｌ ,'4909411058722,キリンレモン １９０ｍｌＸ３０ ,30
'4909411060824,まもるチカラサプリヨーグルト ５００ｍｌ ,'4909411060831,まもるチカラサプリヨーグルト ５００ｍｌＸ２４ ,24
'4909411061524,ボルヴィック ５００ｍｌ ,'4909411061531,  ,24
'4909411069100,生茶 ２０００ｍｌ ,'4909411069117,生茶 ２０００ｍｌＸ６ ,6
'4909411069124,生茶 １８５ｇ ,'4909411069131,生茶 １８５ｇＸ２０ ,20
'4909411069520,ウコンしじみオルニチン １００ｍｌ ,'4909411069506,ウコンしじみオルニチン １００ｍｌＸ６ ,6
'4909411073114,トロピカーナ１００％オレンジ ３３０ｍｌ ,'4909411073121,トロピカーナ１００％オレンジ ３３０ｍｌＸ２４ ,24
'4909411073190,メッツコーラ １５００ｍｌ ,'4909411073206,メッツコーラ １５００ｍｌＸ８ ,8
'4909411073398,メッツレモンスカッシュ ４８０ｍｌ ,'4909411073404,メッツレモンスカッシュ ４８０ｍｌＸ２４ ,24
'4909411073534,ファイア関西ミルクコーヒー ２４５ｇ ,'4909411073541,ファイア関西ミルクコーヒー ２４５ｇＸ３０ ,30
'4909411073558,ファイア北海道ミルクテイスト ２４５ｇ ,'4909411073565,ファイア北海道ミルクテイスト ２４５ｇＸ３０ ,30
'4909411074043,午後の紅茶ティーウィズミルク ５００ｍｌ ,'4909411074050,  ,24
'4909411074067,キリンレモン １５００ｍｌ ,'4909411074074,キリンレモン １５００ｍｌＸ８ ,8
'4909411074081,キリンガラナ １５００ｍｌ ,'4909411074098,キリンガラナ １５００ｍｌＸ８ ,8
'4909411074203,ファイア北海道ミルクテイスト ２４５ｇＸ５ ,'4909411074210,ファイア北海道ミルクテイスト ２４５ｇＸ５Ｘ６ ,6
'4909411074340,生茶デカフェ ４３０ｍｌ ,'4909411074357,生茶デカフェ ４３０ｍｌＸ２４ ,24
'4909411075033,小岩井ミルクとコーヒー ５００ｍｌ ,'4909411075040,小岩井ミルクとコーヒー ５００ｍｌＸ２４ ,24
'4909411076498,アミノサプリＣ ５５５ｍｌ ,'4909411076504,アミノサプリＣ ５５５ｍｌＸ２４ ,24
'4909411076610,午後の紅茶ストレートティー ５００ｍｌ ,'4909411076627,午後の紅茶ストレートティー ５００ｍｌＸ２４ ,24
'4909411076634,午後の紅茶レモンティー ５００ｍｌ ,'4909411076641,午後の紅茶レモンティー ５００ｍｌＸ２４ ,24
'4909411076658,午後の紅茶ミルクティー ５００ｍｌ ,'4909411076665,午後の紅茶ミルクティー ５００ｍｌＸ２４ ,24
'4909411076818,午後の紅茶ストレートティー １５００ｍｌ ,'4909411076825,午後の紅茶ストレートティー １５００ｍｌＸ８ ,8
'4909411076870,午後の紅茶ミルクティー １５００ｍｌ ,'4909411076887,午後の紅茶ミルクティー １５００ｍｌＸ８ ,8
'4909411076931,小岩井りんご ４３０ｍｌ ,'4909411076948,小岩井りんご ４３０ｍｌＸ２４ ,24
'4909411076955,小岩井純水ぶどう ４３０ｍｌ ,'4909411076962,小岩井純水ぶどう ４３０ｍｌＸ２４ ,24
'4909411076979,小岩井純水みかん ４３０ｍｌ ,'4909411076986,小岩井純水みかん ４３０ｍｌＸ２４ ,24
'4909411077013,小岩井りんご １５００ｍｌ ,'4909411077020,小岩井りんご １５００ｍｌＸ８ ,8
'4909411077037,小岩井純水ぶどう １５００ｍｌ ,'4909411077044,小岩井純水ぶどう １５００ｍｌＸ８ ,8
'4909411077051,小岩井純水みかん １５００ｍｌ ,'4909411077068,小岩井純水みかん １５００ｍｌＸ８ ,8
'4909411077334,メッツブラック ３５０ｍｌ ,'4909411077341,メッツブラック ３５０ｍｌＸ２４ ,24
'4909411077419,午後の紅茶レモンティー １５００ｍｌ ,'4909411077426,午後の紅茶レモンティー １５００ｍｌＸ８ ,8
'4909411078126,ガラナ ５００ｍｌ ,'4909411078133,ガラナ ５００ｍｌＸ２４ ,24
'4909411078225,香し緑茶 ５００ｍｌ ,'4909411078232,香し緑茶 ５００ｍｌＸ２４ ,24
'4909411078249,香し緑茶 ２０００ｍｌ ,'4909411078256,香し緑茶 ２０００ｍｌＸ６ ,6
'4909411079956,トロピカーナオレンジ １６０ｇ ,'4909411079963,トロピカーナオレンジ １６０ｇＸ３０ ,30
'4909411079970,トロピカーナアップル １６０ｇ ,'4909411079987,トロピカーナアップル １６０ｇＸ３０ ,30
'4909411079994,トロピカーナグレープ １６０ｇ ,'4909411080006,トロピカーナグレープ １６０ｇＸ３０ ,30
'4909411080013,トロピカーナフルーツブレンド １６０ｇ ,'4909411080020,  ,30
'4909411080532,メッツクリアグレープフルーツ ４８０ｍｌ ,'4909411080549,メッツクリアグレープフルーツ ４８０ｍｌＸ２４ ,24
'4909411080556,メッツクリアグレープフルーツ １５００ｍｌ ,'4909411080563,メッツクリアグレープフルーツ １５００ｍｌＸ８ ,8
'4909411080891,午後の紅茶おいしい無糖 ５００ｍｌ ,'4909411080907,午後の紅茶おいしい無糖 ５００ｍｌＸ２４ ,24
'4909411081010,サプリブラッドオレンジ ５００ｍｌ ,'4909411081027,サプリブラッドオレンジ ５００ｍｌＸ２４ ,24
'4909411081034,サプリヨーグルトテイスト ５００ｍｌ ,'4909411081041,サプリヨーグルトテイスト ５００ｍｌＸ２４ ,24
'4909411081058,サプリレモン ５００ｍｌ ,'4909411081065,サプリレモン ５００ｍｌＸ２４ ,24
'4909411082055,メッツクリアグレープフルーツ １９０ｍｌ ,'4909411082062,メッツクリアグレープフルーツ １９０ｍｌＸ２０ ,20
'4909411082550,イミューズ水 ５００ｍｌ ,'4909411082567,  ,24
'4909411082598,小岩井３２種の野菜と果実 ９３０ｇ ,'4909411082604,小岩井３２種の野菜と果実 ９３０ｇＸ１２ ,12
'4909411082635,小岩井３２種の野菜と果実 １９０ｇ ,'4909411082642,小岩井３２種の野菜と果実 １９０ｇＸ３０ ,30
'4909411082659,小岩井無添加野菜３１種の野菜 ９１５ｇ ,'4909411082666,小岩井無添加野菜３１種の野菜 ９１５ｇＸ１２ ,12
'4909411082673,小岩井３１種の野菜 １９０ｇ ,'4909411082680,小岩井３１種の野菜 １９０ｇＸ３０ ,30
'4909411083229,ファイア贅沢カフェオレ １８５ｇ ,'4909411083236,ファイア贅沢カフェオレ １８５ｇＸ３０ ,30
'4909411083267,ファイア直火ブレンド １８５ｇ ,'4909411083274,ファイア直火ブレンド １８５ｇＸ３０ ,30
'4909411083304,ファイアブラック １８５ｇ ,'4909411083311,ファイアブラック １８５ｇＸ３０ ,30
'4909411083342,ファイア挽きたて微糖 １８５ｇ ,'4909411083359,ファイア挽きたて微糖 １８５ｇＸ３０ ,30
'4909411083427,ファイア挽きたて微糖 １５５ｇ ,'4909411083434,ファイア挽きたて微糖 １５５ｇＸ３０ ,30
'4909411084172,トロピカーナＷオレンジ ５００ｍｌ ,'4909411084189,トロピカーナＷオレンジ ５００ｍｌＸ２４ ,24
'4909411084257,午後紅茶マイスターズオレンジ ５００ｍｌ ,'4909411084264,  ,24
'4909411084271,午後の紅茶マイスターズミルク ５００ｍｌ ,'4909411084288,午後の紅茶マイスターズミルク ５００ｍｌＸ２４ ,24
'4909411084295,キリンレモン ４５０ｍｌ ,'4909411084301,キリンレモン ４５０ｍｌＸ２４ ,24
'4909411084318,メッツコーラ ４８０ｍｌ ,'4909411084325,メッツコーラ ４８０ｍｌＸ２４ ,24
'4909411084332,メッツコーラ ４８０ｍｌＸ５ ,'4909411084349,メッツコーラ ４８０ｍｌＸ５Ｘ４ ,4
'4909411084455,βラクトリン １００ｍｌ ,'4909411084479,βラクトリン １００ｍｌＸ６ ,6
'4909411084455,βラクトリン １００ｍｌ ,'4909411084462,  ,30
'4909411084516,生茶ほうじ煎茶 ５２５ｍｌ ,'4909411084523,生茶ほうじ煎茶 ５２５ｍｌＸ２４ ,24
'4909411084578,生茶 ３００ｍｌ ,'4909411084585,生茶 ３００ｍｌＸ２４ ,24
'4909411084592,生茶カフェインゼロ ４３０ｍｌ ,'4909411084608,生茶カフェインゼロ ４３０ｍｌＸ２４ ,24
'4909411084615,生茶 ５２５ｍｌ ,'4909411084622,生茶 ５２５ｍｌＸ２４ ,24
'4909411084615,生茶 ５２５ｍｌ ,'4909411088170,生茶 ５２５ｍｌＸ２４ ,24
'4909411084691,ファイアワンデイラテ微糖 ６００ｍｌ ,'4909411084707,ファイアワンデイラテ微糖 ６００ｍｌＸ２４ ,24
'4909411084714,ファイアワンデイブラック ６００ｍｌ ,'4909411084721,ファイアワンデイブラック ６００ｍｌＸ２４ ,24
'4909411084738,トロピカーナＷオレンジ ５００ｍｌ ,'4909411084745,  ,24
'4909411084752,世界ソルティライチパウチ ３００ｇ ,'4909411084769,世界ソルティライチパウチ ３００ｇＸ３０ ,30
'4909411084790,午後の紅茶ストレートティー ５００ｍｌ ,'4909411084806,午後の紅茶ストレートティー ５００ｍｌＸ２４ ,24
